0.135,1.09E-08,1.31E-08,1.56E-08,1.86E-08,2.22E-08,2.64E-08,3.15E-08,3.74E-08,4.45E-08,5.28E-08,6.25E-08,7.38E-08,8.71E-08,1.03E-07,1.21E-07,1.41E-07
0.14,1.11E-08,1.33E-08,1.60E-08,1.91E-08,2.29E-08,2.75E-08,3.30E-08,3.95E-08,4.72E-08,5.63E-08,6.69E-08,7.95E-08,9.43E-08,1.12E-07,1.32E-07,1.56E-07
0.145,1.12E-08,1.35E-08,1.63E-08,1.97E-08,2.38E-08,2.87E-08,3.46E-08,4.17E-08,5.00E-08,5.99E-08,7.16E-08,8.55E-08,1.02E-07,1.22E-07,1.45E-07,1.72E-07
0.15,1.13E-08,1.37E-08,1.66E-08,2.02E-08,2.46E-08,3.00E-08,3.64E-08,4.39E-08,5.29E-08,6.37E-08,7.65E-08,9.20E-08,1.11E-07,1.33E-07,1.59E-07,1.90E-07
0.155,1.14E-08,1.39E-08,1.70E-08,2.09E-08,2.56E-08,3.13E-08,3.81E-08,4.62E-08,5.59E-08,6.76E-08,8.18E-08,9.91E-08,1.20E-07,1.45E-07,1.75E-07,2.09E-07
0.16,1.15E-08,1.41E-08,1.74E-08,2.16E-08,2.66E-08,3.26E-08,3.98E-08,4.85E-08,5.90E-08,7.19E-08,8.77E-08,1.07E-07,1.30E-07,1.59E-07,1.92E-07,2.31E-07
0.165,1.16E-08,1.44E-08,1.79E-08,2.23E-08,2.76E-08,3.39E-08,4.16E-08,5.09E-08,6.23E-08,7.65E-08,9.40E-08,1.16E-07,1.42E-07,1.73E-07,2.11E-07,2.55E-07
0.17,1.17E-08,1.47E-08,1.84E-08,2.30E-08,2.86E-08,3.53E-08,4.34E-08,5.34E-08,6.59E-08,8.15E-08,1.01E-07,1.25E-07,1.54E-07,1.89E-07,2.31E-07,2.80E-07
0.175,1.18E-08,1.49E-08,1.89E-08,2.37E-08,2.95E-08,3.66E-08,4.53E-08,5.61E-08,6.98E-08,8.69E-08,1.08E-07,1.35E-07,1.67E-07,2.06E-07,2.53E-07,3.08E-07
0.18,1.20E-08,1.52E-08,1.94E-08,2.44E-08,3.05E-08,3.80E-08,4.73E-08,5.90E-08,7.39E-08,9.28E-08,1.16E-07,1.46E-07,1.82E-07,2.25E-07,2.77E-07,3.38E-07
0.185,1.21E-08,1.56E-08,1.99E-08,2.51E-08,3.15E-08,3.94E-08,4.93E-08,6.20E-08,7.83E-08,9.91E-08,1.25E-07,1.57E-07,1.97E-07,2.45E-07,3.02E-07,3.70E-07
0.19,1.23E-08,1.59E-08,2.04E-08,2.58E-08,3.25E-08,4.08E-08,5.15E-08,6.53E-08,8.31E-08,1.06E-07,1.34E-07,1.70E-07,2.14E-07,2.66E-07,3.30E-07,4.05E-07
0.195,1.25E-08,1.63E-08,2.09E-08,2.65E-08,3.35E-08,4.23E-08,5.39E-08,6.89E-08,8.83E-08,1.13E-07,1.44E-07,1.83E-07,2.31E-07,2.89E-07,3.59E-07,4.43E-07
0.2,1.27E-08,1.66E-08,2.13E-08,2.72E-08,3.45E-08,4.39E-08,5.64E-08,7.26E-08,9.38E-08,1.21E-07,1.55E-07,1.98E-07,2.50E-07,3.14E-07,3.91E-07,4.85E-07
0.205,1.29E-08,1.69E-08,2.18E-08,2.78E-08,3.55E-08,4.56E-08,5.90E-08,7.66E-08,9.96E-08,1.29E-07,1.66E-07,2.13E-07,2.70E-07,3.40E-07,4.26E-07,5.29E-07
0.21,1.31E-08,1.72E-08,2.23E-08,2.85E-08,3.66E-08,4.74E-08,6.18E-08,8.09E-08,1.06E-07,1.38E-07,1.78E-07,2.29E-07,2.92E-07,3.69E-07,4.63E-07,5.77E-07
0.215,1.34E-08,1.75E-08,2.27E-08,2.92E-08,3.78E-08,4.93E-08,6.49E-08,8.55E-08,1.13E-07,1.47E-07,1.91E-07,2.46E-07,3.14E-07,3.99E-07,5.03E-07,6.29E-07
0.22,1.36E-08,1.78E-08,2.31E-08,2.99E-08,3.90E-08,5.14E-08,6.81E-08,9.04E-08,1.19E-07,1.57E-07,2.04E-07,2.64E-07,3.39E-07,4.31E-07,5.45E-07,6.86E-07
0.225,1.37E-08,1.81E-08,2.35E-08,3.06E-08,4.03E-08,5.35E-08,7.15E-08,9.55E-08,1.27E-07,1.67E-07,2.19E-07,2.83E-07,3.64E-07,4.66E-07,5.92E-07,7.47E-07
0.23,1.39E-08,1.84E-08,2.40E-08,3.14E-08,4.16E-08,5.58E-08,7.51E-08,1.01E-07,1.35E-07,1.78E-07,2.33E-07,3.04E-07,3.92E-07,5.03E-07,6.41E-07,8.13E-07
0.235,1.41E-08,1.86E-08,2.44E-08,3.22E-08,4.31E-08,5.83E-08,7.90E-08,1.07E-07,1.43E-07,1.89E-07,2.49E-07,3.25E-07,4.21E-07,5.42E-07,6.95E-07,8.85E-07
0.24,1.43E-08,1.88E-08,2.48E-08,3.30E-08,4.47E-08,6.09E-08,8.30E-08,1.13E-07,1.51E-07,2.01E-07,2.66E-07,3.48E-07,4.52E-07,5.85E-07,7.52E-07,9.63E-07
0.245,1.44E-08,1.91E-08,2.53E-08,3.39E-08,4.63E-08,6.36E-08,8.72E-08,1.19E-07,1.60E-07,2.14E-07,2.83E-07,3.72E-07,4.86E-07,6.31E-07,8.15E-07,1.05E-06
0.25,1.45E-08,1.93E-08,2.57E-08,3.49E-08,4.80E-08,6.64E-08,9.16E-08,1.25E-07,1.69E-07,2.27E-07,3.01E-07,3.97E-07,5.21E-07,6.79E-07,8.82E-07,1.14E-06
0.255,1.47E-08,1.95E-08,2.62E-08,3.59E-08,4.98E-08,6.94E-08,9.62E-08,1.32E-07,1.79E-07,2.41E-07,3.20E-07,4.24E-07,5.59E-07,7.32E-07,9.54E-07,1.24E-06
0.26,1.48E-08,1.97E-08,2.67E-08,3.70E-08,5.18E-08,7.26E-08,1.01E-07,1.39E-07,1.89E-07,2.55E-07,3.41E-07,4.53E-07,5.99E-07,7.88E-07,1.03E-06,1.35E-06
0.265,1.49E-08,2.00E-08,2.73E-08,3.81E-08,5.38E-08,7.59E-08,1.06E-07,1.46E-07,2.00E-07,2.70E-07,3.62E-07,4.83E-07,6.41E-07,8.48E-07,1.12E-06,1.47E-06
0.27,1.50E-08,2.02E-08,2.78E-08,3.93E-08,5.59E-08,7.93E-08,1.11E-07,1.54E-07,2.11E-07,2.85E-07,3.84E-07,5.15E-07,6.87E-07,9.13E-07,1.21E-06,1.59E-06
0.275,1.50E-08,2.04E-08,2.85E-08,4.05E-08,5.81E-08,8.28E-08,1.17E-07,1.62E-07,2.22E-07,3.02E-07,4.08E-07,5.49E-07,7.36E-07,9.82E-07,1.31E-06,1.73E-06
0.28,1.51E-08,2.07E-08,2.91E-08,4.19E-08,6.04E-08,8.65E-08,1.22E-07,1.70E-07,2.34E-07,3.19E-07,4.33E-07,5.85E-07,7.88E-07,1.06E-06,1.41E-06,1.88E-06
0.285,1.52E-08,2.10E-08,2.98E-08,4.32E-08,6.28E-08,9.03E-08,1.28E-07,1.78E-07,2.46E-07,3.37E-07,4.59E-07,6.23E-07,8.43E-07,1.14E-06,1.53E-06,2.05E-06
0.29,1.53E-08,2.12E-08,3.05E-08,4.47E-08,6.53E-08,9.42E-08,1.34E-07,1.87E-07,2.59E-07,3.55E-07,4.86E-07,6.63E-07,9.02E-07,1.22E-06,1.65E-06,2.23E-06
0.295,1.53E-08,2.16E-08,3.13E-08,4.62E-08,6.79E-08,9.83E-08,1.40E-07,1.96E-07,2.72E-07,3.75E-07,5.15E-07,7.06E-07,9.66E-07,1.32E-06,1.79E-06,2.42E-06
0.3,1.54E-08,2.19E-08,3.21E-08,4.78E-08,7.06E-08,1.02E-07,1.46E-07,2.05E-07,2.86E-07,3.96E-07,5.46E-07,7.52E-07,1.03E-06,1.42E-06,1.93E-06,2.63E-06
0.305,1.55E-08,2.22E-08,3.30E-08,4.95E-08,7.34E-08,1.07E-07,1.52E-07,2.15E-07,3.00E-07,4.17E-07,5.78E-07,8.00E-07,1.11E-06,1.52E-06,2.09E-06,2.86E-06
0.31,1.56E-08,2.26E-08,3.39E-08,5.12E-08,7.62E-08,1.11E-07,1.59E-07,2.25E-07,3.15E-07,4.39E-07,6.12E-07,8.52E-07,1.18E-06,1.64E-06,2.26E-06,3.11E-06
0.315,1.57E-08,2.30E-08,3.49E-08,5.30E-08,7.92E-08,1.16E-07,1.66E-07,2.35E-07,3.30E-07,4.63E-07,6.48E-07,9.06E-07,1.27E-06,1.76E-06,2.45E-06,3.38E-06
0.32,1.58E-08,2.35E-08,3.59E-08,5.48E-08,8.22E-08,1.20E-07,1.73E-07,2.45E-07,3.46E-07,4.88E-07,6.86E-07,9.64E-07,1.35E-06,1.90E-06,2.64E-06,3.67E-06
0.325,1.59E-08,2.39E-08,3.69E-08,5.67E-08,8.52E-08,1.25E-07,1.80E-07,2.56E-07,3.63E-07,5.13E-07,7.26E-07,1.03E-06,1.45E-06,2.04E-06,2.86E-06,3.99E-06
0.33,1.61E-08,2.44E-08,3.80E-08,5.87E-08,8.84E-08,1.30E-07,1.87E-07,2.68E-07,3.80E-07,5.40E-07,7.68E-07,1.09E-06,1.55E-06,2.19E-06,3.09E-06,4.33E-06
0.335,1.62E-08,2.49E-08,3.91E-08,6.07E-08,9.16E-08,1.35E-07,1.95E-07,2.79E-07,3.98E-07,5.69E-07,8.13E-07,1.16E-06,1.66E-06,2.36E-06,3.34E-06,4.71E-06
0.34,1.64E-08,2.55E-08,4.03E-08,6.27E-08,9.49E-08,1.40E-07,2.03E-07,2.91E-07,4.17E-07,5.98E-07,8.60E-07,1.24E-06,1.77E-06,2.54E-06,3.61E-06,5.12E-06
0.345,1.65E-08,2.60E-08,4.15E-08,6.49E-08,9.83E-08,1.45E-07,2.11E-07,3.04E-07,4.37E-07,6.30E-07,9.09E-07,1.31E-06,1.90E-06,2.73E-06,3.91E-06,5.56E-06
0.35,1.67E-08,2.66E-08,4.28E-08,6.70E-08,1.02E-07,1.50E-07,2.19E-07,3.16E-07,4.57E-07,6.62E-07,9.62E-07,1.40E-06,2.03E-06,2.94E-06,4.22E-06,6.04E-06
0.355,1.69E-08,2.73E-08,4.40E-08,6.92E-08,1.05E-07,1.56E-07,2.27E-07,3.30E-07,4.78E-07,6.97E-07,1.02E-06,1.49E-06,2.17E-06,3.16E-06,4.57E-06,6.56E-06
0.36,1.71E-08,2.79E-08,4.54E-08,7.15E-08,1.09E-07,1.61E-07,2.36E-07,3.43E-07,5.01E-07,7.33E-07,1.08E-06,1.58E-06,2.32E-06,3.40E-06,4.94E-06,7.12E-06
0.365,1.74E-08,2.86E-08,4.67E-08,7.38E-08,1.12E-07,1.67E-07,2.45E-07,3.57E-07,5.24E-07,7.71E-07,1.14E-06,1.68E-06,2.48E-06,3.65E-06,5.34E-06,7.73E-06
0.37,1.76E-08,2.93E-08,4.81E-08,7.61E-08,1.16E-07,1.73E-07,2.54E-07,3.72E-07,5.48E-07,8.11E-07,1.20E-06,1.79E-06,2.66E-06,3.93E-06,5.77E-06,8.39E-06
0.375,1.79E-08,3.00E-08,4.95E-08,7.85E-08,1.20E-07,1.78E-07,2.63E-07,3.87E-07,5.73E-07,8.53E-07,1.27E-06,1.91E-06,2.84E-06,4.22E-06,6.23E-06,9.11E-06
0.38,1.82E-08,3.08E-08,5.10E-08,8.09E-08,1.24E-07,1.84E-07,2.72E-07,4.03E-07,5.99E-07,8.96E-07,1.35E-06,2.03E-06,3.04E-06,4.54E-06,6.74E-06,9.89E-06
0.385,1.85E-08,3.16E-08,5.25E-08,8.33E-08,1.27E-07,1.90E-07,2.82E-07,4.19E-07,6.26E-07,9.43E-07,1.43E-06,2.16E-06,3.25E-06,4.89E-06,7.28E-06,1.07E-05
0.39,1.88E-08,3.24E-08,5.40E-08,8.58E-08,1.31E-07,1.96E-07,2.92E-07,4.36E-07,6.55E-07,9.91E-07,1.51E-06,2.29E-06,3.48E-06,5.25E-06,7.86E-06,1.16E-05
0.395,1.92E-08,3.33E-08,5.55E-08,8.83E-08,1.35E-07,2.03E-07,3.02E-07,4.53E-07,6.84E-07,1.04E-06,1.60E-06,2.44E-06,3.73E-06,5.65E-06,8.49E-06,1.26E-05
0.4,1.95E-08,3.41E-08,5.71E-08,9.09E-08,1.39E-07,2.09E-07,3.13E-07,4.71E-07,7.15E-07,1.10E-06,1.69E-06,2.60E-06,3.99E-06,6.08E-06,9.17E-06,1.37E-05
0.405,1.99E-08,3.50E-08,5.87E-08,9.34E-08,1.43E-07,2.16E-07,3.24E-07,4.89E-07,7.48E-07,1.15E-06,1.79E-06,2.76E-06,4.26E-06,6.53E-06,9.91E-06,1.48E-05
0.41,2.03E-08,3.59E-08,6.03E-08,9.60E-08,1.47E-07,2.22E-07,3.35E-07,5.09E-07,7.82E-07,1.21E-06,1.89E-06,2.94E-06,4.56E-06,7.02E-06,1.07E-05,1.61E-05
0.415,2.07E-08,3.68E-08,6.20E-08,9.86E-08,1.51E-07,2.29E-07,3.46E-07,5.28E-07,8.17E-07,1.28E-06,2.00E-06,3.13E-06,4.88E-06,7.55E-06,1.15E-05,1.74E-05
0.42,2.12E-08,3.78E-08,6.36E-08,1.01E-07,1.56E-07,2.36E-07,3.58E-07,5.49E-07,8.54E-07,1.34E-06,2.11E-06,3.33E-06,5.22E-06,8.11E-06,1.25E-05,1.89E-05
0.425,2.16E-08,3.88E-08,6.53E-08,1.04E-07,1.60E-07,2.43E-07,3.70E-07,5.71E-07,8.93E-07,1.41E-06,2.24E-06,3.54E-06,5.58E-06,8.72E-06,1.34E-05,2.04E-05
0.43,2.21E-08,3.98E-08,6.70E-08,1.07E-07,1.64E-07,2.50E-07,3.82E-07,5.93E-07,9.33E-07,1.48E-06,2.37E-06,3.77E-06,5.97E-06,9.37E-06,1.45E-05,2.21E-05
0.435,2.26E-08,4.08E-08,6.87E-08,1.09E-07,1.69E-07,2.57E-07,3.95E-07,6.16E-07,9.75E-07,1.56E-06,2.51E-06,4.01E-06,6.39E-06,1.01E-05,1.56E-05,2.39E-05
0.44,2.31E-08,4.18E-08,7.04E-08,1.12E-07,1.73E-07,2.65E-07,4.08E-07,6.40E-07,1.02E-06,1.64E-06,2.65E-06,4.27E-06,6.83E-06,1.08E-05,1.69E-05,2.59E-05
0.445,2.36E-08,4.28E-08,7.22E-08,1.15E-07,1.77E-07,2.72E-07,4.22E-07,6.65E-07,1.07E-06,1.73E-06,2.81E-06,4.55E-06,7.31E-06,1.16E-05,1.82E-05,2.80E-05
0.45,2.41E-08,4.39E-08,7.39E-08,1.18E-07,1.82E-07,2.80E-07,4.35E-07,6.90E-07,1.11E-06,1.82E-06,2.97E-06,4.84E-06,7.82E-06,1.25E-05,1.96E-05,3.02E-05
0.455,2.46E-08,4.49E-08,7.57E-08,1.20E-07,1.86E-07,2.88E-07,4.50E-07,7.17E-07,1.16E-06,1.91E-06,3.14E-06,5.15E-06,8.36E-06,1.34E-05,2.11E-05,3.27E-05
0.46,2.52E-08,4.60E-08,7.75E-08,1.23E-07,1.91E-07,2.96E-07,4.64E-07,7.45E-07,1.22E-06,2.01E-06,3.33E-06,5.48E-06,8.94E-06,1.44E-05,2.28E-05,3.53E-05
0.465,2.58E-08,4.71E-08,7.93E-08,1.26E-07,1.96E-07,3.04E-07,4.79E-07,7.74E-07,1.27E-06,2.12E-06,3.52E-06,5.83E-06,9.55E-06,1.54E-05,2.45E-05,3.81E-05
0.47,2.64E-08,4.82E-08,8.11E-08,1.29E-07,2.00E-07,3.12E-07,4.95E-07,8.04E-07,1.33E-06,2.23E-06,3.73E-06,6.20E-06,1.02E-05,1.66E-05,2.64E-05,4.12E-05
0.475,2.70E-08,4.93E-08,8.29E-08,1.32E-07,2.05E-07,3.20E-07,5.11E-07,8.35E-07,1.39E-06,2.34E-06,3.94E-06,6.60E-06,1.09E-05,1.78E-05,2.84E-05,4.44E-05
0.48,2.76E-08,5.05E-08,8.47E-08,1.35E-07,2.10E-07,3.29E-07,5.28E-07,8.68E-07,1.46E-06,2.46E-06,4.17E-06,7.02E-06,1.17E-05,1.91E-05,3.06E-05,4.80E-05
0.485,2.82E-08,5.16E-08,8.65E-08,1.38E-07,2.15E-07,3.38E-07,5.45E-07,9.01E-07,1.52E-06,2.59E-06,4.42E-06,7.47E-06,1.25E-05,2.05E-05,3.29E-05,5.17E-05
0.49,2.88E-08,5.27E-08,8.83E-08,1.40E-07,2.20E-07,3.47E-07,5.62E-07,9.37E-07,1.59E-06,2.73E-06,4.68E-06,7.94E-06,1.33E-05,2.19E-05,3.54E-05,5.58E-05
0.495,2.95E-08,5.39E-08,9.01E-08,1.43E-07,2.25E-07,3.56E-07,5.80E-07,9.73E-07,1.66E-06,2.87E-06,4.95E-06,8.45E-06,1.42E-05,2.35E-05,3.81E-05,6.01E-05
0.5,3.01E-08,5.50E-08,9.20E-08,1.46E-07,2.30E-07,3.66E-07,5.99E-07,1.01E-06,1.74E-06,3.02E-06,5.24E-06,8.99E-06,1.52E-05,2.52E-05,4.09E-05,6.48E-05
0.505,3.08E-08,5.62E-08,9.38E-08,1.49E-07,2.35E-07,3.75E-07,6.18E-07,1.05E-06,1.82E-06,3.18E-06,5.54E-06,9.56E-06,1.62E-05,2.70E-05,4.40E-05,6.98E-05
0.51,3.15E-08,5.74E-08,9.57E-08,1.52E-07,2.40E-07,3.85E-07,6.38E-07,1.09E-06,1.91E-06,3.35E-06,5.87E-06,1.02E-05,1.73E-05,2.90E-05,4.72E-05,7.52E-05
0.515,3.22E-08,5.85E-08,9.75E-08,1.55E-07,2.45E-07,3.95E-07,6.59E-07,1.13E-06,1.99E-06,3.53E-06,6.21E-06,1.08E-05,1.85E-05,3.10E-05,5.07E-05,8.09E-05
0.52,3.28E-08,5.97E-08,9.94E-08,1.58E-07,2.50E-07,4.05E-07,6.80E-07,1.18E-06,2.09E-06,3.71E-06,6.57E-06,1.15E-05,1.98E-05,3.32E-05,5.45E-05,8.71E-05
0.525,3.35E-08,6.09E-08,1.01E-07,1.61E-07,2.56E-07,4.16E-07,7.02E-07,1.22E-06,2.18E-06,3.91E-06,6.96E-06,1.22E-05,2.11E-05,3.56E-05,5.85E-05,9.37E-05
0.53,3.43E-08,6.21E-08,1.03E-07,1.64E-07,2.61E-07,4.26E-07,7.24E-07,1.27E-06,2.28E-06,4.11E-06,7.36E-06,1.30E-05,2.25E-05,3.81E-05,6.28E-05,0.00010071
0.535,3.50E-08,6.33E-08,1.05E-07,1.67E-07,2.66E-07,4.37E-07,7.48E-07,1.32E-06,2.39E-06,4.33E-06,7.79E-06,1.38E-05,2.40E-05,4.08E-05,6.73E-05,0.000108264
0.54,3.57E-08,6.45E-08,1.07E-07,1.70E-07,2.72E-07,4.49E-07,7.72E-07,1.38E-06,2.50E-06,4.56E-06,8.24E-06,1.47E-05,2.56E-05,4.36E-05,7.22E-05,0.000116347
0.545,3.64E-08,6.57E-08,1.09E-07,1.73E-07,2.78E-07,4.60E-07,7.97E-07,1.43E-06,2.62E-06,4.80E-06,8.72E-06,1.56E-05,2.73E-05,4.66E-05,7.74E-05,0.000124991
0.55,3.72E-08,6.69E-08,1.10E-07,1.76E-07,2.83E-07,4.72E-07,8.23E-07,1.49E-06,2.74E-06,5.05E-06,9.23E-06,1.66E-05,2.91E-05,4.99E-05,8.30E-05,0.000134232
0.555,3.79E-08,6.81E-08,1.12E-07,1.79E-07,2.89E-07,4.84E-07,8.49E-07,1.55E-06,2.86E-06,5.32E-06,9.77E-06,1.76E-05,3.11E-05,5.33E-05,8.89E-05,0.00014411
0.56,3.86E-08,6.93E-08,1.14E-07,1.82E-07,2.95E-07,4.96E-07,8.77E-07,1.61E-06,3.00E-06,5.60E-06,1.03E-05,1.87E-05,3.31E-05,5.70E-05,9.52E-05,0.000154663
0.565,3.94E-08,7.05E-08,1.16E-07,1.85E-07,3.01E-07,5.09E-07,9.05E-07,1.67E-06,3.14E-06,5.89E-06,1.09E-05,1.99E-05,3.53E-05,6.09E-05,0.000101996,0.000165935
0.57,4.02E-08,7.17E-08,1.18E-07,1.88E-07,3.07E-07,5.22E-07,9.35E-07,1.74E-06,3.29E-06,6.20E-06,1.16E-05,2.11E-05,3.76E-05,6.51E-05,0.000109192,0.000177971
0.575,4.09E-08,7.28E-08,1.20E-07,1.91E-07,3.13E-07,5.35E-07,9.65E-07,1.81E-06,3.44E-06,6.53E-06,1.22E-05,2.24E-05,4.01E-05,6.95E-05,0.00011686,0.000190818
0.58,4.17E-08,7.40E-08,1.21E-07,1.95E-07,3.19E-07,5.49E-07,9.97E-07,1.88E-06,3.60E-06,6.87E-06,1.29E-05,2.38E-05,4.27E-05,7.42E-05,0.00012503,0.000204526
0.585,4.25E-08,7.52E-08,1.23E-07,1.98E-07,3.25E-07,5.63E-07,1.03E-06,1.95E-06,3.77E-06,7.24E-06,1.37E-05,2.53E-05,4.55E-05,7.92E-05,0.000133731,0.000219148
0.59,4.32E-08,7.64E-08,1.25E-07,2.01E-07,3.31E-07,5.77E-07,1.06E-06,2.03E-06,3.94E-06,7.62E-06,1.45E-05,2.68E-05,4.84E-05,8.45E-05,0.000142995,0.000234741
0.595,4.40E-08,7.76E-08,1.27E-07,2.04E-07,3.38E-07,5.92E-07,1.10E-06,2.12E-06,4.13E-06,8.02E-06,1.53E-05,2.85E-05,5.15E-05,9.02E-05,0.000152856,0.000251363
